"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"Coltiva: Pizzeria e Barra","(206) 492-5885","Jordan M.","Wonderful casual but nice place with very tasty pizzas, salads and wine!
So far they have not even been open a week but the menu is impressive, everyone is kind and courteous and knowledgeable and the food tastes delicious!
The ambience is the perfect combination between casual and classy. They have a good variety of food without the menu getting too big and cumbersome and their wine selection is varied and pairs perfect with the food! Even pistachio gelato along with a lime sorbet were dessert options!
Critiques/Suggestions:
While I can't criticize at all there are couple things that would be great to see! Perhaps if they do well early on they can add some of these things in the future.
- Lunch grab & go half-pizzas & salad combo
- Stronger local wine selection that pairs well with Italian Cuisine (Brian Carter's Tuttorosso, Five Star Cellars' Sangiovese, Fidelitas' Malbec, Merlot or Cab etc...)
Again, the above are merely some suggestions off the top of my head; none of them are expert business decisions nor are they meant to be any criticism. I'll definitely be back and am looking forward to it already! Living a block away helps too of course!",""
"Coltiva: Pizzeria e Barra","(206) 492-5885","Marsha M.","Mehh.
We really wanted to like this place, but it was absolutely sub par. The server was zombie-esque. Pizza was just OK, barely any flavor. The crust was pretty good, a bit on the chewy side though.
They have 2 beers on tap, both served in wine glasses. So more like 8oz.
The tables were really small and the ambiance was lacking some. Would have liked a little more space in between tables and the lights more on the dimmer side.
Overall, would definitely not go back. I just wasn't impressed with the food or the prices.",""
"Piatti","(206) 524-9088","Sruthi R.","I booked a table on opentable and the whole process was super smooth. If you're planning on going on a busy night I would recommend reserving a table, we waited at most 5 minutes for our table. I was there to celebrate a friend's birthday and I appreciated how the staff acknowledged the note on the reservation and made special accommodations for us. The birthday boy even ended up receiving a free dessert which was an unexpected but welcome surprise.
The reason why I gave this place only 4 stars was because of my food. My friend got the fettuccine with clams and thoroughly enjoyed his food because it was piping hot. Me on the other hand, ordered the Campanelle and my pasta wasn't warm to the slightest bit. I know my pasta was probably done before my friend's but I wish there was someway to keep dishes warm so we both could have enjoyed our food. That being said the dish itself was tasty, it just would have been tastier if warmer.",""
"Piatti","(206) 524-9088","Jason S.","I used Piatti's catering services in order to supplement my Thanksgiving dinner, and it was a great choice!
The staff was very friendly and helpful. I had a couple of reasonable special requests, and they treated me like they were happy to accommodate me.
The dish from Piatti ended up being one of the highlights of the meal. One guest referred to it as the best he'd ever had, and I was asked to make sure to put this item on the table again next year.
This took a lot of stress off my back, and I am looking forward to using Piatti's catering services again for my Christmas meal.
TLDR: Excellent customer service, delicious food, and worth the price! I will definitely come back again!",""
"Piatti","(206) 524-9088","H C.","Great choices in food including vegan options for my lovely wife. The service was over the top excellent. The bill was reasonable.
Highly recommend!!",""
"Piatti","(206) 524-9088","Jessica L.","I came to Piatti for my friend's birthday dinner and I was immediately impressed by how elegant the restaurant was. I ordered the margarita pizza and I was not disappointed whatsoever, I wanted to order another one to tell you the truth. The only problem that we encountered was the long wait for the waitress to take our order, she was very kind but just took her some time to get to us.",""
"Piatti","(206) 524-9088","Sachi E.","The food was good! I particularly really liked my pasta! I would say the service wasn't great. I asked for an alternative meat on my pasta because I am allergic to shellfish and I got some attitude back about it. Probably wouldn't go back unless it was free for me because there are other places that better","https://s3-media0.fl.yelpcdn.com/bphoto/UK7YX-bZYvAKp-EVxw-RZg/348s.jpg"
"Piatti","(206) 524-9088","Sheri S.","We had a fabulous meal here. The margherita pizza was lovely, as was the prosciutto di Parma which came with burrata and grilled bread. Our fantastic server was Jason who was charming and helpful, funny and sweet, and gave us wonderful suggestions including the campanelle pasta which we were crazy about: chicken, spinach, sundried tomato, goat cheese, white wine, herbed bread crumbs--the goat cheese made the dish. He also served me up a fabulous drink made up as a whimsy and the best mojito I've ever had. Pleasant atmosphere in pretty little University Village.",""
"Piatti","(206) 524-9088","Brenda H.","One word: Campanella. Or maybe it's Campanelle. It starts with camp!
If you're looking at the menu and don't know what to order, get the Campanelle dish with chicken, and unless you love goat cheese, swap it for Parmesan. This is hands down the best pasta dish I've had in years. The flavor is fragrant, buttery, with that sweetness the sun dried tomatoes bring and the zest from the cream sauce and herbs. Also, these are the most unique pasta noodles you will ever eat.
I've never had a bad experience here. And they've been nothing but accommodating when I've brought my 1 year old. Very happy staff, delicious food worth every $, and out of all the restaurants in the Village, this one is my #1 if I want to sit down with my family.","https://s3-media0.fl.yelpcdn.com/bphoto/nVv3QiM_YWWWcHq_e4DiPg/348s.jpg"
"Piatti","(206) 524-9088","Jiwon C.","Piatti offers a great selection of food for everyone. I've visited quite often but I feel like there is always something wrong with my group's food. Whether it be a burnt calzone, under cooked pizza, or the wrong order of food. The staff is extremely kind and attentive but the food part is what is lacking. Happy hour prices are a little pricey but they are a great example of the entire menu
Happy Hour: 3-6 PM all day Sunday only in Bar & Patio Area
Things to Order: Small plate of House Made Pappardelle, Penne, Fries",""
"Piatti","(206) 524-9088","Raq A.","My brothers brought me to this place for birthday treat. I ordered their Campanelle with chicken but it was way salty for me. I informed them about it and they were very apologetic and nice about it and let me order another dish with no charge. They made few stops on our table to make sure everything was ok.
Though I lost my momentum from finishing my meal I appreciate them being considerate. They gave me cake with a birthday candle which I enjoyed.",""
"Piatti","(206) 524-9088","Libby C.","Oh man, how did I JUST discover the fact that Piatti has a great happy hour menu? Mondays and Tuesdays are up to $25 off a bottle of wine, making most bottles half off! My friend and I shared a $40 bottle of Pinot Grigio making it only $20 due to happy hour. We each had the margarita pizza, our fabulous server Nikki brought over fresh shaved Parmesan and omg it was delicious. The pizza was simple yet perfect. She told us the menu rotated and recommended the rosemary olives, I will certainly try that next time. We will be back for sure.",""
"Piatti","(206) 524-9088","Allison C.","Overpriced, mediocre pasta.
One of my boyfriend's favorite foods of all time is squid ink pasta. So, when we heard this place served it, we decided that we had to come try it for ourselves.
Atmosphere: Probably the best part of our experience. We came in on a Wednesday night. Our area by the windows was peaceful and sparsely populated, making it the perfect location for a nice, pleasant dinner.
Food: I ordered the gnocchi while my boyfriend ordered (you guessed it) the squid ink fettuccine. I was so incredibly let down by the gnocchi. It had no flavor whatsoever; it was like I was eating tasteless carbs. It was my boyfriend's first time ever trying gnocchi, and he was let down by the experience as well.
The squid ink fettuccine, on the other hand, was delicious. However, the quantity was minimal. Despite also ordering a basketful of bread to share between the two of us, my boyfriend was still hungry after eating half of the bread basket plus the fettuccine. At the price point of the meal (discussed shortly), I don't think that should be happening.
Price: It was $16 for each plate of pasta, plus around $3.50 for bread. Combined with tax and tip, we were looking at over $45 for a meal that didn't even make the two of us full. Yikes.
Service: We received our food pretty quickly after ordering, which I appreciated. Our waiter was pleasant, but didn't go out of his way to be extra personable.
Overall: Try another pasta joint for better taste and more bang for your buck. I will likely not be back.",""
"Piatti","(206) 524-9088","Valerie W.","I wanted to like this place, but it's overpriced and the food is mediocre at best.
Happy Hour is only $1 off certain items...like really...that is not a very happy hour.
I came in seeking HH while out shopping and mostly just wanted some good wine. The rose I had was indeed delicious even if it was over $12.
Staff was good - attentive.
$3 bread...eh. It was fine. More than enough for people to share.
$10 grilled octopus...I wouldn't recommend. First off, I got severe food poisoning. Second, it was overcooked and super charred making it chewy. The whole plate aside from the little salad was not the most appetizing and super salty. Just not a good overall experience.
I can see this place is trying to be a bit more upscale, and the interior is nice...but I don't think I'd be coming back any time soon.","https://s3-media0.fl.yelpcdn.com/bphoto/mAcA3lxkN62WqJTW_Wse2A/348s.jpg"
"Piatti","(206) 524-9088","Erin J.","Living in West Seattle, I rarely make it to University Village. I decided to make the trek to the Village over the three day weekend, and had my eye on Piatti for happy hour and to grab dinner to go. Boy, it did NOT disappoint.
I am a sucker for good octopus, which isn't an item you see on a ton of menus around the Pacific Northwest. I was thrilled to see it on their happy hour menu, which is what initially drew me here. It seems they have a rotating preparation of the octopus. When I stopped in, it was wood-fired octopus with chorizo braised white beans, tomato confit, and arugula. At $10 on happy hour, it's a steal. This dish was simply to die for. The octopus was unbelievably tender and paired so well with the smokey chorizo and creamy white beans. It was a struggle to finish it all and could truly serve as a meal in and of itself. However, we did also order one order of their ciabatta bread. The bread was excellent as well: so soft and fluffy seasoned perfectly with salt, garlic, and some other herbs. It was served with olive oil and a nice herbed balsamic vinegar. I'd definitely recommend it to accompany your meal, especially at a mere $3 on happy hour.
To go, I ordered their house made pappardelle and duck bolognese. This, too, was heavenly. I've had other house made pasta that was too thin and mushy. I appreciated this fresh pasta really maintained its integrity. It was still nice and elastic even after reheating at home. And the bolognese itself was perfection. Though prepared classically with carrot, celery, and Italian spices, it was really a memorable dish. The duck was a refreshing change from the typically heavy and often flavorless beef you get in so many bolognese dishes.
The restaurant itself is massive. We were promptly seated and the service was friendly. The drinks are a bit on the high side, even on happy hour, but the phenomenal happy hour and killer dinners more than made up for it.
Overall, I think Piatti is a must-stop when you're in the U-Village area.","https://s3-media0.fl.yelpcdn.com/bphoto/YIYHb6FYvceS1MHIQFdaIw/168s.jpg"
"Piatti","(206) 524-9088","Erin J.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/CXbS9DBwXwHNgze2a4kmVA/168s.jpg"
"Piatti","(206) 524-9088","Cindy N.","Very cute place. Extremely clean and aesthetically pleasing. Their kitchen puts mine to shame.
Randall was our server, he was super attentive, super nice and did a very good job at explaining the menu to us.
Food overall was pretty tasty. I got a taste of everyone's dish at the table and wasn't disappointed by any. I ordered the duck fettuccine, my sister ordered the gnocchi (flippin' amazing), and my cousin ordered the puttanesca.
The only negative I would have to say is that prices are a little north of what we're used to paying. Ex: lunch was a little more than I'd normally pay at another restaurant. The lunch portions were also on the smaller side. But, keep in mind you are in U-Village at a fairly nice restaurant.",""
"Piatti","(206) 524-9088","Sheri C.","Great food, lovely atmosphere and sweet waiters and staff for the full service of our company event today.
Came here for lunch and a champagne toast (I had water) after volunteering with colleagues today. Had a lovely buffet set up for us with a bartender for those who wanted an adult beverage.
The presentation was nice. I sat outdoors on the patio. It was 86 F today so the sun umbrellas were welcomed. They had a blanket at each table for folks just in case.
For the food, I had the following:
Pita bread, hummus & tomato - everything was super fresh and the bread was great
Cheese board
Prosciutto wrapped cantaloupe - melon was a tad under ripe
Arancini - perfection
Meatball slider - tangy sauce, just right bread and perfect portion of meatball
Chicken satay - didn't get any sauce; chicken was tender
Will come back and try something on their regular menu soon.","https://s3-media0.fl.yelpcdn.com/bphoto/DkEx71IAqngZSfkljjBVGQ/168s.jpg"
"Piatti","(206) 524-9088","Sheri C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/OaTxgXhKMh7T6M0A8ozTkQ/168s.jpg"
"Piatti","(206) 524-9088","A L.","Pretty good food, but maybe not award winning. Very friendly and helpful staff. Nice atmosphere. The prices reflect the location, so keep that in mind.",""
"Piatti","(206) 524-9088","Branden B.","My wife and I ordered 2 things. Margharita pizza and the meat and cheese plate. The pizza was the winner by a mile.
The meat and cheese plate? Needs help. It wasn't even about the meat and cheese that comes with the plate, those were great! The brie and fig jam along with grilled bread was fantastic too.
But the sides they added with it was just odd to me. It really brought the experience down. Instead of some nuts, or pickles or crackers... they give you beets??
Beets!?
No. I do not like knowing what the earth tastes like. Thank you.
Also, the pickled veggies I was excited about was actually carrots (only one slice) celery (fine I'll eat it) but then get this... onions. Pickled onions. Not even the purple kind you may find on a fancy taco somewhere. Why would anyone want to eat pickled onions like that?
I may be in the minority here with that one. But I haven't seen it before so it threw me off.
The place itself was awesome. Staff professional and classy. Place was empty when we got there but jam packed by the time we were done. There is definitely a lunch rush here.
One last thing. Lift weights before you come to eat here. You're going to need extra muscles to open that heavy ass door.",""
"Piatti","(206) 524-9088","Tammy Y.","I hadn't been back to Piatti since the remodel but decided to go there for happy hour last week with a friend. I arrived at 5:30 and sat at one of the high tops in the bar/lounge area, where happy hour is served. The female server came by to ask if I was waiting for anyone and I let her know I was. She wasn't what I would deem friendly in any sense of the word, but took my drink order and came back with in shortly.
My friend arrived about 15 minutes later and we placed our dinner order. Again, the server was less than warm and friendly. We ordered the margherita pizza, arancini, and salad with prawns. The food was very good. Unfortunately the service being less than welcoming, and the prices being so high (happy hour isn't so much a deal as much as regular dinner prices) will deter me from returning in the future.",""
"Piatti","(206) 524-9088","Solaia F.","My date tonight never showed but I had already taken the time to get ready and drive 30 minutes here so I decided to stay and treat myself instead. I'm so happy I did! Michael H. was my server tonight and he made my evening and my dinner at Piatti an enjoyable and memorable experience! I've worked in the service industry for years and I acknowledge superior customer service and if I could give him 6 stars, I would. Aside from being attentive, accommodating and professional, he recommended the best Piatti has to offer! I'll definitely be recommending this restaurant to all of my clients for their date-nights and special occasions",""
"Piatti","(206) 524-9088","Dee G.","Very average restaurant. Came here to have a quick drink after spending hours shopping. It took the waitress 20 mins to even acknowledge my presence. Thats when I finally got some water. Ordered a glass of wine and focaccia bread with oil. The bread was very average. I might have stayed for dinner but nothing from the menu seemed appealing. Tried looking on yelp to see if people were raving about anything but most people thought of piatti as a average restaurant. This restaurant is at such a prime location. I wish they up their game before its too late.","https://s3-media0.fl.yelpcdn.com/bphoto/QIOTISFvPRMOtDG4q-9_FQ/348s.jpg"
"Olympic Pizza & Pasta","(206) 525-4011","Stephen K.","Why haven't we come before. It's been here for decades and we've missed out. Excellent comfort pizzas,pastas, entrees, and salads down with a Greek flair. As indicated in all reviews, great family service - friendly and no rush. Not on the least bit trendy but why should it be.",""
"Olympic Pizza & Pasta","(206) 525-4011","Sonya G.","Excellent food and good portions. And where else can you go there the owner, although the chef, comes out to greet and thank you for coming in? Plus it's one of the very few breakfast joints that's quiet. A group of us like to meet there regularly and we can actually hear one another speak. My only complaint is that the coffee needs to be a better brand and stronger. Otherwise, excellent.",""
"Olympic Pizza & Pasta","(206) 525-4011","Ed H.","This my favorite place for Pizza in the greater Seattle area.
The service is good and the food great!",""
"Olympic Pizza & Pasta","(206) 525-4011","Tom J.","You'd be hard pressed to find a better Greek salad and pizza combo in the city! It's Greek style pizza, so heavy on the cheese and toppings. This is not your wimpy NY style. Just to control expectations on other variables, the decor is dated (very modest) and the service can be slow, but don't let that deter you from phenomenal food!
Olympic is completely family run and you can tell they have a passion for good quality, home-cooked food.
This restaurant is a true gem of the Ravenna/Roosevelt neighborhood!",""
"Olympic Pizza & Pasta","(206) 525-4011","Nick S.","Phenomenal pizza. They don't skimp on the cheese. The owners are super nice. What's not to like? This is my go-to place when I want a quality pie.",""
"Olympic Pizza & Pasta","(206) 525-4011","B L.","We had the pork steak with potatoes, lemon rice soup, and gyros. The food was so delicious that my boyfriend can't stop thinking about the food he had there. Also, the service and employees were very friendly.",""
"Olympic Pizza & Pasta","(206) 525-4011","Harold H.","Must try! This place is seemingly a hole in the wall and doesn't seem busy, but i was shocked once i ate there.
The environment is a bit bland and feels like an old diner, but the family who runs this place are really kind and wow can they cook.
Every dish i have had has been delicious.
I recommend the spaghetti and meatballs with marinara. And anything with the famous feta dressing.",""
"Olympic Pizza & Pasta","(206) 525-4011","Briane J.","This neighborhood Greek pizza joint is my fave! We love everything in the menu! I crave the Greek salad and the Andre's special. The owners are super friendly and precious! My daughter is a picky eater and she loves the lemon chicken soup and the feta cheese noodles. I recommend this restaurant to anyone looking to support a locally owned and operated establishment!",""
"Olympic Pizza & Pasta","(206) 525-4011","Sangiovese R.","Comfort food galore! Ireni and Andreas, the owners, helped me customize a pasta that my Niece (who attends UW and wasn't feeling well) was craving. Ireni took my order then they both were in the kitchen preparing it. Large portions with delicious garlic bread, and soup or salad. Amazing couple that have ran this amazing restaurant for 45 years. I will try their pizza next time, although the Lemon Chicken is a new favorite!",""
"Olympic Pizza & Pasta","(206) 525-4011","Anela C.","My bf and I went here to grab a quick bite to eat. We order fettuccine Alfredo with chicken and it came with a salad. We both really enjoyed the salad. The pasta was also very delicious and creamy. Our server was very nice and she gave us excellent service. If you are looking for yummy food that feels like family cooked it. You are in the right place.",""
"Olympic Pizza & Pasta","(206) 525-4011","Michelle H.","I got the baked lasagna. At first look, it looks nothing like any baked lasagna I've had before. But dang it tastes good!!!",""
"Olympic Pizza & Pasta","(206) 525-4011","Jeffrey P.","My favorite restaurant. Wonderful family-run business. Never too busy. The prices are just right, and the bottom-less garlic bread!",""
"Olympic Pizza & Pasta","(206) 525-4011","Dale M.","They say all 1-star reviews are for the service. This is all about the food. Maybe I'm a pizza snob, I am from the East Coast. I have worked a pizza counter. This was sadly the worst pizza I've ever eaten. The crust was okay. This was the only redeeming feature. All of the toppings--all 5 pieces of pepperoni and 10 mushrooms--were at the center of the pie. These were topped by a rubbery, orange cheese. Not what I'm looking for on my pizza. Seems like some folks have had a really positive experience here. We got takeaway, so it was all about the meal. And it just wasn't good.",""
"Olympic Pizza & Pasta","(206) 525-4011","Alanna M.","Amazing pasta! And super quick service. Got the spaghetti with marinara sauce, came with a salad and some yummy garlic bread. Highly suggest this place for a quick and easy lunch or dinner.",""
"Olympic Pizza & Pasta","(206) 525-4011","Richard P.","Driven past this place for years(parking on Roosevelt is.....), on trips to whole foods and east west book store! Yesterday evening had some free time(10min), so went in to check the place out, -""get a pamphlet menu"". Was greeted warmly nice owners,quality vibes, looking forward to trying the food and drink.
""Proactive"" !conclusion: Looks like a really nice place for intro to new books and pizza and whine with Fettuccine Alfredo with lots to go for the fridge!
I am also curious about the Gyros because I have many friends that love Gyros! and are always looking for quality places!
PS. I should make it my project goal for next time to try the front -banner --""Parking in rear alley access off 64'th""!
google.com/maps/place/64…",""
"Olympic Pizza & Pasta","(206) 525-4011","David X.","Wow. I had to personally thank the chef on this one, a tiny old man with a sparkle in his eye, and his wife, presumably, right next to him making pasta. Who would have thought this tiny hole in the wall would have such good food. I am a traditionalist and stick to the classics - fettuccine Alfredo, lasagna, chicken parmigiano, S&M... I choose the FetAlf sans chicken.
Now, I used to work at a very high end Italian restaurante in Los Angeles, celebrity chef and all, and it was the second best I've ever had outside of an Italian restaurant in Northern Japan, go figure, but Olympia Pizza comes in at a solid 3rd on my list of world favorites.
Kudos and yes, I'll be back",""
"Olympic Pizza & Pasta","(206) 525-4011","John M.","I really enjoyed the pizzas, and there was plenty to eat. everyone on the group loved the pizza but the two kids, and for some reason, they weren't big fans. I ordered the special of the day, the greek lasagna, which I didn't really care for, but that may simply be my tastes for lasagna. It was good food, and would go back again, but it didn't blow my socks off, so I'm going 4-stars.",""
"Olympic Pizza & Pasta","(206) 525-4011","Kirsten G.","Olys is my go-to if I want lunch delivered at work. Everything I've ordered tastes amazing and I love how they have a variety of things to chose from! I usually get the gyro salad with the house dressing. So delicious!",""
"Olympic Pizza & Pasta","(206) 525-4011","George M.","Great food, great value, and more than anything, the owners are great people.
The pizza is awesome, and being that the owners are from Crete, some of the best Greek food around you're going to find.
Warm atmosphere inside, and their bar area looks exactly like what you would find in a typical taverna in Crete.","https://s3-media0.fl.yelpcdn.com/bphoto/tXReXpMvphgNWq4Q8mz0Gg/348s.jpg"
"Olympic Pizza & Pasta","(206) 525-4011","George M.","Great food, great value, and more than anything, the owners are great people.
The pizza is awesome, and being that the owners are from Crete, some of the best Greek food around you're going to find.
Warm atmosphere inside, and their bar area looks exactly like what you would find in a typical taverna in Crete.","https://s3-media0.fl.yelpcdn.com/bphoto/g7eh5V1gaZXGKm6-lplTVQ/168s.jpg"
"Olympic Pizza & Pasta","(206) 525-4011","George M.","Great food, great value, and more than anything, the owners are great people.
The pizza is awesome, and being that the owners are from Crete, some of the best Greek food around you're going to find.
Warm atmosphere inside, and their bar area looks exactly like what you would find in a typical taverna in Crete.","https://s3-media0.fl.yelpcdn.com/bphoto/vG4HAwyHmG7W5hE97QOHgw/168s.jpg"
"Olympic Pizza & Pasta","(206) 525-4011","Donna M.","3 stars for the Caesar salad. Very lemony with tasty croutons! The garlic bread was dry and hard by the time we ate it. The pizza (we had the special) was ok. I just prefer a sweeter more substantial crust and the toppings just became soggy under the solidified cheese. But, my husband took it home and ate it for lunch, so 3 stars it is!",""
"Rocco’s","(206) 448-2625","Nicholas O.","Rocco's is that perfect mix of value, quality, & speed. Their pizza slingers are operating at max speed everytime I come in. Bandanas & singing, these dudes are dialed in. There's a line out the door on busy nights, but even then, I get in & get out pretty quick. Their pies are plentiful. I never feel like Im getting skimped & the pricing is nice. You can easily feed 2 people for $10. If you're willing to wait, I highly recommend the garlic bread. Delicious. Rocco's responded quickly to the changes of COVID-19 & I respect them for that.","https://s3-media0.fl.yelpcdn.com/bphoto/dZMwZYRdKJ-JqqzJxuSzig/348s.jpg"
"Rocco’s","(206) 448-2625","Mitra U.","Late late super late review. Last May we had visited our to be home; yes Seattle and we were living downtown to get the vibe of the city. Our first night, kids ordered pizzas. My daughter had the cheesiest pizza and loved it and I'm a simple bell peppers and onion person with mushrooms depending on my mood. This is such a great place for the yummiest pizza. Passed though many places since then but haven't come across any pizzerias like this. We had a door delivery so I have absolutely no idea about the ambience and parking and other peripherals . Food wise amazing and woah love it ..",""
"Rocco’s","(206) 448-2625","Mel C.","First time ordering take out from Rocco's. I saw they had great ratings and wanted to give them a try. Selected their popular pizza, 3 Little Piggies and it didn't disappoint. Delicious pizza with a healthy amount of cheese and toppings. I can't wait to dine-in soon. I had problems with the delivery service Caviar and let Rocco's know via email. The owner personally called. You can't get better service than that. Great job Jesus and team! This place has a new fan.",""
"Rocco’s","(206) 448-2625","Nate H.","This is the best pizza I've had yet in Seattle, and it's not even close.
I can't say that I was disappointed by the Seattle pizza scene, because I didn't expect much. Every other pizza that has been recommended to me tasted like mall / sewer pizza (you know, the kind that crawled out of the grate).
Anyways, a trusted colleague recommended Rocco's to me, and so I jaunted down to this fine establishment after a long day at work. My lady friend was running late, so I ordered a beer from my main man, Dave. Dave was truly an outstanding staff member. An incredibly charismatic person, who was brutally honest about the menu, and knew it like the back of his hand. After asking him for his recommendations, he actually told me what NOT to pick, which was an interesting way to go about it.
After sipping on our beers and watching some enormous slices slide on out of their ovens, I had refilled my beer glass off of my saliva alone. It was time for our salad. This was a perfect way to tide us over until the pizza. This huge plate of greens, cheese, and other things that weren't cheese, was just enough to make sure that we didn't leave the place feeling disgusting from the amount of pizza that we ate.
Finally, the grand finale. Stacey and Tina's Night Out. The name of this pizza itself really caught our eye, it just seemed like the most fun pizza on the menu, like we really wanted to hang out with these two. The toppings on this pizza are incredible. Banana peppers add that sweet spiciness that works so well with the meat. The crust here is what really makes the pizza though. They have figured out the perfect consistency matched up with the perfect level of crisp. Add some extra spices to the crust, and you've got yourself the ideal West Coast Pie.","https://s3-media0.fl.yelpcdn.com/bphoto/eDsSxDD53AJ9OSS1bVG1_Q/348s.jpg"
"Rocco’s","(206) 448-2625","Caroline T.","Coming from the East coast, I have some pretty high expectations about pizza quality, I admit it. But Rocco's is one of the few spots in Seattle that's come close, taste wise, to some of the pies I'd find back home.
I've held off on trying Rocco's because, sadly, it's another place that charges way too much for pizza (ex: cheese pizza is $18 for half/4 slices, or $29 for a whole pie. Not including tax and tip). Today I finally opted to try it, thanks to a discount with a food delivery service. I went with their 'Build Your Own - 1 topping' half pie, typically $21, but ended up paying $8.
The slices are huge, and reminiscent of what you'd get in New York. The slices aren't too thin, so you can't easily fold the slice, but they're a good balance of soft and crispy. It didn't taste like I was eating just dough, and the slices weren't burnt on the bottom or on the crust. My slices weren't dripping in oil, so no napkins were harmed with this meal.
Honestly, I really liked their pizza. Still not a fan of their prices, but I'd certainly come back and try a few slices or get a pie whenever any of the delivery apps have deals.
Tips:
-They offer some home cocktail kits through the food delivery apps
-Half pie = 4 large slices in a regular pizza box (no bonus sliver slice like you'd find in California)
-Street parking is available, however there are car prowlers in the area so be mindful
-Be careful of the bicycle lane in front of the building","https://s3-media0.fl.yelpcdn.com/bphoto/tm6Bb2HceKz0UAPKFxEd_A/348s.jpg"
"Rocco’s","(206) 448-2625","N P.","I don't write reviews often, however after my experience today, I felt like it was something that must be shared. I've eaten at Rocco's a total of four times and each time the pizza has been delicious: some favs of mine are definitely the ""Fun-guy"" and White Sausage. However, the reason I felt compelled to write this review is because of the service my friends and I have experienced at each of our visits. They always give the table a bottle of cucumber water and regular water, but they rarely ever come by to replace these bottles with new ones. Today, our pizza arrived after around 30 mins (understandable since we ordered a full pie) and as the waiter was walking away I asked him if we could get more regular water for the table. His response was very sarcastic and condescending and it took me, my partner, and my friend completely off guard: ""You mean the bottle that I have in my hand right now that I'm currently going to replenish?"" Surely he did not have to respond in such an uncalled for way and it really made our table feel uncomfortable. This really sucks, because the pizza was great as always. We were very conflicted throughout our meal because this was the fourth time we have experienced poor service with our waiters at Rocco's, and even my friend who came with some other friends has had poor service experiences as well.
TLDR: Pizza's great, but the service is not. Bring your own water bottle if you want to stay hydrated, but don't ask for refills. ‍",""
"Rocco’s","(206) 448-2625","Ana Pau M.","What a nice surprise coming in here. Just the smell of fresh pizza makes me smile :) And it's a pleasure to know the passion, dedication and speed (even if you have to wait because of the number of orders and one oven) of making everything from scratch. The way the pizza makers manage the dough was impressive.
The menu is quite selective. Everything is so tasty!!! And huge. So if you are having a vegeterian pizza, you might not be able to ask for a slide. And getting the hole pizza for one person was a whole day adventure for me! We even order the cheese bread. My God, not the best idea but I must say that if you are tasting the menu, you ""must"" have them! Hahaha By the way, I loved their cucumber water and the friendly staff.","https://s3-media0.fl.yelpcdn.com/bphoto/FmsbV0W2LNMJ_tJgK5pjQA/348s.jpg"
"Rocco’s","(206) 448-2625","Rickey M.","Slowly becoming a stop every time I visit back home.
Celebrated the new year by taking my parents up to Roccos during a day in the city, since I was having Funguy cravings.
Came thru Roccos 3ish years ago for the first time, and you wouldnt really think pizza like this existed in Seattle, but they bring their pizza game up a notch above all the rest. It's a bit pricey, but its well worth the price.
This last stop we grabbed half Fun Guy and Half of our own with Pepperoni, sausage, and Jalapenos. I'm gonna say this if you're down with truffle and mushrooms then Fun Guy will be your go to, but if you want to turn it up a notch and want a protein I usually add sausage to the mix, and it becomes its own complete pizza. They're never shy with the toppings, so if you get pepperoni expect more than just a couple on each slice.
What they do with the crust here is pretty special. You know its a good pizza when you eat the whole thing, crust included, and they always hit that perfect spot of a nice soft but crunchy crust.
If you want to taste some of the best a whole large pie is gonna run you about $40, but its a huge pizza. Im guessing 18-20in, so come hungry, but if you dont want a whole pie they have a selection of slices that you can grab up front. You can either eat those in or get them to go. Pair these up with some solid cocktails and you've found yourself a winner in all of Seattle.
Eat here!","https://s3-media0.fl.yelpcdn.com/bphoto/XlpRzKHYG4XR4uTT5BuDRw/168s.jpg"
"Rocco’s","(206) 448-2625","Rickey M.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/q3OIgTzNPgoh-vWOEO0LrA/168s.jpg"
"Rocco’s","(206) 448-2625","Lee A.","Really good pizza and drinks, but not cheap! 3 slices and two drinks will run you $50. Just seems a bit funny for a pizza bar.
The place is small and we were told it would be a 30 minute wait at 9pm on a Friday. I was rather surprised by that, but it's really not a very big place.
We waited 5 minutes and two spots at the bar opened. The bar is nice and betterr than the booths.
Service is not bad, but seemed a bit robotic and not entirely genuine.
Overall the food and drinks are great. Worth it every now and then.","https://s3-media0.fl.yelpcdn.com/bphoto/LtkkYQxA6f-PYIjKYwPxmA/348s.jpg"
"Rocco’s","(206) 448-2625","Lee A.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/mgqUXaU8_gm0NR3weC2YYA/168s.jpg"
"Rocco’s","(206) 448-2625","Lee A.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/K9qLBWNZt0LV7ktF9K6P-w/168s.jpg"
